Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK03,OUT035,3867.806927527301
FDT45,OUT017,739.9259958034818
NCC54,OUT027,3762.5843196399474
FDP08,OUT018,2625.9482249531175
FDU44,OUT046,2584.296085864924
DRG39,OUT035,825.1176961755846
FDU32,OUT049,2077.942475280579
FDY27,OUT049,3093.6966058702055
NCP54,OUT013,2181.047895140382
NCZ41,OUT049,1910.2351659231354
DRL49,OUT013,2416.1117023613333
FDI05,OUT018,772.8466179902898
FDY56,OUT045,3460.789436670373
DRC13,OUT013,2263.895782695341
NCV29,OUT017,2864.6815931035017
FDR24,OUT049,1346.2447648842463
FDZ34,OUT018,2809.948940460843
FDP37,OUT035,1510.4475026567743
FDX08,OUT027,3184.775638395251
FDS57,OUT045,1950.6926511875972
NCG18,OUT049,1749.221733230992
FDK25,OUT018,2062.7055083045925
FDH53,OUT049,1400.96244093946
DRI59,OUT018,3447.2972877712928
FDA52,OUT046,2461.9682281372407
FDT20,OUT010,579.3502877035062
FDE36,OUT019,2668.6230717971084
FDI24,OUT017,2542.989944810084
FDB28,OUT018,2853.4934559952526
FDV11,OUT017,2570.450552170296
FDP01,OUT046,2370.529476647509
FDD34,OUT027,2915.064553527249
FDJ50,OUT027,1177.0326206526406
FDZ44,OUT013,2136.0016970845645
DRO59,OUT035,1143.6991885011303
DRB48,OUT045,703.1730093834558
FDR21,OUT018,2525.0166283585568
NCE42,OUT010,3820.8198432831996
FDO23,OUT046,1061.9929655841806
NCE30,OUT018,2978.532964238875
FDQ22,OUT035,630.4079843327672
FDY01,OUT045,1261.2709017956295
FDS08,OUT017,2717.0642856693157
FDG28,OUT018,3780.36373408321
FDQ51,OUT018,784.8983226308774
FDB05,OUT017,3719.783675354174
FDO56,OUT049,1899.7324468822771
FDE02,OUT018,1591.088422335055
FDN45,OUT017,3068.4356062831794
FDS09,OUT013,853.1985337542355
NCA54,OUT018,2776.5836972359975
FDP09,OUT010,3308.1649423942035
FDC53,OUT045,1757.4321019116032
NCM55,OUT017,2752.3857218635676
FDL09,OUT018,2149.7367247204274
FDA11,OUT019,1573.8653824105277
FDA50,OUT045,1287.612678790505
FDC23,OUT017,2842.0532254227073
FDE22,OUT049,2633.4774475327977
FDD23,OUT046,3012.908999472391
NCA29,OUT049,2855.102838246439
FDK38,OUT046,2386.5567979493208
DRC13,OUT046,2075.046450850703
NCP43,OUT049,2899.4382513685487
FDX28,OUT049,1294.291889085369
FDF08,OUT049,1367.240903480615
FDZ33,OUT046,2158.8130742916146
FDD10,OUT049,2804.247120638891
FDO58,OUT017,2476.0397698864
FDI50,OUT017,3637.5416750751756
FDO58,OUT045,2596.8267315489647
FDX08,OUT013,3157.5996408964347
NCK17,OUT010,642.5736181932589
FDF39,OUT035,4192.922284509721
FDU45,OUT010,1746.3419540075447
NCJ18,OUT018,1224.1762318998044
DRC27,OUT019,3846.253768768838
DRC25,OUT035,1365.149648348939
FDU59,OUT035,2312.3817722601634
FDU28,OUT035,3124.3213213451636
NCP30,OUT046,742.5876062379575
FDB39,OUT018,823.4715039246767
FDE41,OUT013,1513.8624495547047
DRH11,OUT010,628.0326449167151
FDA58,OUT045,3462.8500732390276
FDU50,OUT046,1796.5322924153043
FDM34,OUT013,2116.60603560428
FDM44,OUT027,1913.7667817629917
FDR39,OUT045,2673.947046100693
FDM25,OUT045,2707.3189686263286
FDQ49,OUT049,2491.0004361007013
DRH25,OUT018,847.7758820548843
FDM09,OUT027,2743.589203651434
FDL44,OUT019,2880.951092399642
NCR42,OUT018,482.88688052819634
DRL59,OUT046,1000.0563947821611
FDX43,OUT013,2718.6803306131187
DRK47,OUT010,3364.3011730951803
FDU48,OUT018,1901.4713167551308
FDY12,OUT045,389.48267673396185
NCN43,OUT018,2018.3567937568077
NCM55,OUT018,2686.379018369207
FDQ21,OUT027,2384.6308935711277
FDX13,OUT035,3932.777605047995
NCK30,OUT027,4143.090307668135
FDG20,OUT049,2421.43181082722
DRG27,OUT017,326.5458512886653
FDY14,OUT018,3955.036387512413
FDP59,OUT035,1502.1734616054964
FDU60,OUT017,2758.2204496114828
NCC18,OUT019,1743.8310756684987
DRJ39,OUT017,3357.0593402725535
FDS07,OUT049,1589.6970857626402
FDM08,OUT027,3694.4147438128966
FDP51,OUT045,1714.1932272848317
FDU16,OUT035,1178.719296193627
FDH12,OUT013,1730.1767637184785
DRE48,OUT010,3234.9900788387895
NCL42,OUT027,4094.6245849989173
FDR21,OUT045,2657.590058899663
NCW29,OUT035,2114.570835865048
FDO11,OUT013,4237.650308163607
NCM31,OUT049,2143.7250505488446
FDV35,OUT019,1870.7316847975635
FDF58,OUT017,1074.6654482420527
NCE43,OUT049,2442.006494322508
FDA02,OUT035,2305.101026162847
DRL37,OUT010,555.8431179498439
FDR24,OUT018,1244.270131766134
FDW59,OUT049,1464.5549827388859
FDS22,OUT049,839.9360708924287
FDW24,OUT017,798.2644977619602
FDU24,OUT035,1078.1626261158708
FDA21,OUT027,3211.3664220457104
FDH58,OUT027,2121.242862758867
FDW36,OUT018,1503.4664528118374
FDI45,OUT027,2994.954420058224
FDU01,OUT018,2989.865114219603
FDF35,OUT027,1471.4560003080987
FDU43,OUT019,3708.8981278142746
FDE24,OUT019,1972.3689698253766
FDK50,OUT049,2712.97944906872
FDG31,OUT045,1043.772164476337
FDC60,OUT045,1159.047923961767
FDL36,OUT013,1484.9244881409577
FDP21,OUT013,3308.348124945969
FDW16,OUT045,1427.0248823230177
FDX02,OUT017,3390.0089899658014
FDQ58,OUT027,2799.1500829488905
FDT51,OUT046,1982.5256927299997
FDD59,OUT049,1214.6521207243022
NCM42,OUT018,1744.3494587676687
FDA57,OUT018,545.6800819547461
FDZ48,OUT035,1921.11670645481
FDE46,OUT045,2502.762973259203
NCZ30,OUT019,2139.8165312890487
FDB56,OUT017,2781.857498862526
FDA25,OUT027,1785.532447253685
FDD20,OUT013,2380.496429061015
FDL25,OUT013,1317.9657559553125
NCO18,OUT049,2919.8057913264674
FDJ45,OUT017,338.89675429951603
FDR12,OUT035,2718.8499848090323
NCF19,OUT010,753.0097014452003
FDK25,OUT046,2192.7333511333236
NCR17,OUT046,1983.6159137208342
FDC52,OUT046,2639.59853018817
NCA54,OUT017,2802.1951961336636
FDR45,OUT010,3813.318888875485
NCM19,OUT049,1824.4016333690815
FDF39,OUT027,4488.276059373213
FDX23,OUT049,1677.8262690368065
FDD58,OUT027,1749.6903282648636
FDX28,OUT013,1474.3227287973677
NCD31,OUT013,2905.7665153013113
FDU57,OUT018,2104.27371641641
FDI27,OUT046,822.4066584683969
NCM42,OUT046,1893.8713599256916
FDD32,OUT027,1544.7366729200003
FDI34,OUT013,3635.745231633231
NCM29,OUT049,2223.810682905754
FDG46,OUT018,1767.7792787469189
DRC01,OUT010,943.7250024378918
FDB15,OUT027,3955.3748653529146
NCA17,OUT027,2602.4327295633884
FDF10,OUT046,1883.8691063388796
FDR26,OUT027,3058.6714454947687
FDI02,OUT049,1482.3332927245356
NCM54,OUT010,1862.5890168561127
FDF14,OUT013,2700.499075767413
FDJ33,OUT010,1528.2483132090238
FDM20,OUT035,3878.1874141252993
FDC03,OUT027,3194.513181661754
NCX05,OUT046,1663.559234873319
NCM41,OUT027,1735.428095329171
NCU29,OUT010,2427.6708520451757
FDQ59,OUT017,1222.5782400245553
FDH46,OUT010,1589.7622742900494
FDH09,OUT013,973.2003314171343
NCD06,OUT045,503.99727969744345
FDC15,OUT035,1792.9817384810995
DRD37,OUT027,1102.7582073076228
FDT28,OUT027,2506.9868503495236
FDR28,OUT027,2899.531798008371
FDT38,OUT017,1209.1868948358679
FDV34,OUT027,1583.7774514271296
FDY52,OUT035,1213.6120628813405
FDB34,OUT013,1639.9908823464575
DRL23,OUT018,1678.4817458863035
DRB24,OUT046,2634.8940500655845
FDJ50,OUT046,1061.8619706147074
FDQ49,OUT035,2391.4803926560526
FDP20,OUT035,1896.4104607269655
FDV19,OUT027,2787.5843079726474
NCR54,OUT045,2862.82244217645
FDO09,OUT010,3406.729765016047
FDS57,OUT018,1880.2592693216102
FDN10,OUT049,1900.0108295570462
FDV23,OUT049,1758.1420609728702
FDY28,OUT049,2955.492593271556
DRG51,OUT013,2921.8484948680125
FDD45,OUT019,994.2969564949235
NCL18,OUT027,2719.3550588663165
NCM29,OUT013,2397.9918860200123
FDF17,OUT027,3334.6795242541048
FDE22,OUT017,2562.2309801072515
FDQ22,OUT017,585.3412535620009
FDS01,OUT013,3165.5301485671953
FDW35,OUT027,1068.933714020197
FDJ33,OUT046,1858.6397679961374
NCF54,OUT035,2637.21730747696
FDE09,OUT013,2074.943649547098
NCE06,OUT045,2372.323095429674
DRH49,OUT049,1377.6792333699414
FDY43,OUT045,2428.7539015948532
NCT05,OUT017,4051.541774179277
FDZ34,OUT045,2912.9279694430043
FDL38,OUT017,1452.3117130891587
FDZ31,OUT017,2598.988661625477
FDR14,OUT035,290.69767752856933
NCN54,OUT049,1357.3948955552114
NCC42,OUT027,2439.861177083487
FDK08,OUT017,1739.493861634266
FDP59,OUT013,1782.4065796191317
FDV22,OUT035,2594.251344431137
FDD33,OUT035,3367.8232515569
DRE60,OUT027,3293.2419732462185
FDK52,OUT046,3450.6004974000134
FDA02,OUT017,2302.207816363738
FDM56,OUT049,1635.4339035427147
FDE57,OUT035,2262.2629340333224
FDM32,OUT045,1475.5873347459928
NCQ30,OUT027,2227.934104035332
FDQ27,OUT027,2097.59474771623
FDT60,OUT027,2069.7432987164575
FDU43,OUT049,3720.940912447797
NCO55,OUT035,1453.2715118061133
FDG02,OUT045,3184.7506999818434
FDJ28,OUT013,3315.4057577169006
FDP40,OUT045,1863.9037395468767
FDJ38,OUT045,3044.8054031843785
NCC54,OUT017,3461.3369478664063
NCZ41,OUT046,1922.5060270719405
FDK38,OUT019,2778.2118278039306
FDU52,OUT013,2597.5673299941336
FDC40,OUT046,1173.7566869005568
NCR30,OUT017,952.766358545683
NCN18,OUT017,1357.7249534481707
FDB50,OUT035,728.0375131492838
FDG04,OUT013,3341.334481449052
FDR26,OUT035,2729.076542106406
NCT17,OUT018,2894.8600093116656
FDX35,OUT027,3644.278284343436
FDS12,OUT046,1517.877113104525
NCZ29,OUT027,2104.167871575137
FDB38,OUT010,2556.4393819521174
FDP12,OUT013,825.7313429171772
FDP22,OUT046,642.3410053564257
FDS26,OUT018,3757.640098358668
FDR52,OUT046,2950.2735355125333
DRJ13,OUT046,2529.9711189604022
FDU48,OUT027,2252.8313762547405
FDE29,OUT035,519.4498946294188
NCT29,OUT049,1879.6055157365663
DRK37,OUT018,2922.2014491995906
FDK55,OUT046,1514.3169960333798
FDR07,OUT046,1394.8407251300523
FDO21,OUT027,3926.9882493840196
FDK46,OUT049,4124.216611330889
FDB12,OUT045,1391.2262795055249
FDT31,OUT027,3354.857968773973
FDJ33,OUT045,1790.7985942751584
FDC26,OUT027,1605.3030566424786
NCQ02,OUT045,3133.0631828903206
FDP08,OUT010,2405.8472623444104
FDB11,OUT027,3715.24153127283
FDV55,OUT013,2438.8752012609366
FDW20,OUT049,2011.4176265017559
NCJ18,OUT019,1041.630294954488
FDC41,OUT018,762.7818829154166
FDE14,OUT027,1902.157662378242
FDG35,OUT013,3094.6778629758046
FDF45,OUT035,1009.3639218839016
FDS19,OUT027,1381.5159061654922
FDS58,OUT019,2779.905938549462
FDA26,OUT017,3293.080588549812
FDM32,OUT049,1502.7284809937482
FDL45,OUT046,2083.849483571459
FDZ55,OUT049,2685.8813565406927
FDY37,OUT049,2334.052123757905
FDO46,OUT046,3231.0657442209995
FDQ60,OUT046,1705.9308074078726
FDA19,OUT018,1944.0036975292533
FDL15,OUT046,2464.497108057636
FDM10,OUT018,3080.8699339722807
NCL05,OUT017,567.2490006047665
DRK49,OUT010,657.4170756005151
NCE18,OUT027,4290.392313738706
FDG40,OUT049,618.897157468793
DRI59,OUT045,3528.0837955425377
FDK28,OUT035,3945.8575255090327
NCD06,OUT019,393.929338614038
FDO11,OUT019,4130.165306959112
FDK27,OUT046,2131.4396233088482
FDT43,OUT027,1152.5730610606915
FDD38,OUT018,1666.5718247913028
FDA16,OUT049,3583.0187781133754
FDL14,OUT027,2720.956142623865
NCM17,OUT049,657.3631169859436
FDD20,OUT045,2060.310716347769
FDA40,OUT045,1588.9504949150542
FDL43,OUT045,1334.174327217559
FDV15,OUT045,1180.8019492916428
FDE52,OUT046,1572.5841752928281
NCL17,OUT010,2044.3924930614994
NCJ31,OUT045,3098.2217294881084
FDR60,OUT045,850.8165510075196
NCA18,OUT035,1767.2001829311448
FDS21,OUT027,1353.9447055093115
FDW09,OUT035,1300.510566033321
FDL26,OUT035,2581.054354646032
FDS47,OUT018,912.8007290594142
FDC39,OUT046,2829.1645387548597
FDT51,OUT035,1892.75546273508
FDK40,OUT035,4243.0285078269335
NCG19,OUT045,3194.3250202113195
FDZ07,OUT046,825.2133705774067
FDF08,OUT027,1554.823138136162
FDO04,OUT013,1153.6579471055666
FDK41,OUT018,843.0340868001767
FDP15,OUT049,3864.3301068582405
NCD43,OUT018,1716.0128963645802
NCP18,OUT013,2632.1400750255416
FDZ51,OUT046,1761.5641721063148
DRH13,OUT035,1809.1297970655796
FDF38,OUT045,739.4460444730139
NCI43,OUT045,837.2843112098963
FDM38,OUT027,891.7770564342318
FDS03,OUT013,1112.491026007734
DRJ47,OUT017,2602.401127282159
FDT50,OUT010,1016.204097094811
FDV02,OUT046,2692.7132346178223
NCG18,OUT017,1660.9162863885467
FDW52,OUT046,2690.222191391469
FDS40,OUT035,683.7659167733764
FDN31,OUT017,2817.646362913074
FDA37,OUT045,1927.6001347607635
FDA15,OUT046,4146.493936497853
FDL39,OUT046,2818.493215544204
FDJ53,OUT045,1822.150656812566
FDX22,OUT013,3652.642031733183
NCZ42,OUT045,3917.6451213677756
FDD56,OUT027,2744.7011721156014
FDD40,OUT017,3070.494338889963
FDS50,OUT013,3603.15826413389
NCN14,OUT013,3277.5009583601895
FDT15,OUT013,3106.035849416534
NCS18,OUT027,1958.6061575576023
NCO26,OUT010,1521.3801530862984
FDF58,OUT018,1044.1738635082584
NCB19,OUT013,1410.7019791226194
FDH26,OUT017,2165.9901279284677
DRB24,OUT027,2755.5361171529257
FDA49,OUT018,1143.7656927725657
FDB32,OUT045,1568.2046848041718
FDI36,OUT017,3233.0500925759698
NCA17,OUT010,2224.692928964483
FDH22,OUT013,1807.1488702661554
NCM26,OUT018,2481.433850135356
FDT15,OUT027,3131.1005219829312
FDB16,OUT018,1312.0140942967664
NCP54,OUT027,2230.68447931057
FDJ36,OUT013,1440.205561702016
FDO28,OUT045,1808.815150042832
FDU09,OUT013,1008.384747679971
FDF29,OUT017,2066.404911614405
FDY08,OUT013,1873.1617405528486
DRJ59,OUT018,627.4605730037147
FDT23,OUT027,1363.668531402709
FDU15,OUT018,596.0804415844614
FDT47,OUT013,1877.1925798905468
FDI53,OUT019,3003.918961595409
FDR59,OUT018,3928.2598951441614
FDD53,OUT035,611.0905323695515
FDY51,OUT017,3224.5111049476036
FDT04,OUT049,349.5441056471609
FDU51,OUT049,2550.224064108621
FDG14,OUT035,2361.964565454986
NCU06,OUT045,3469.2884949853833
DRG25,OUT046,3127.980965183011
DRH49,OUT035,1354.5801293558434
FDN15,OUT035,2267.8656860422343
FDL43,OUT018,1214.4663923502558
NCT18,OUT049,2838.425800275829
NCB31,OUT013,4009.4909331357376
FDK57,OUT035,1711.4717801021216
FDY04,OUT019,2668.2542032979363
NCP54,OUT046,2021.8656923830931
FDF41,OUT013,3658.72708586913
FDM01,OUT045,1855.1273940170468
FDW03,OUT045,1786.338869008141
FDF28,OUT045,1956.2728868643862
FDY37,OUT017,2231.6222086061025
FDQ03,OUT017,3496.801559582691
FDP51,OUT027,1950.470827337398
FDJ40,OUT017,1661.1947470191662
FDC32,OUT049,1245.5484405595998
DRI49,OUT027,907.6994400766234
NCW54,OUT017,613.9332089100462
FDF09,OUT017,731.0497928522964
FDP45,OUT018,3890.103402015189
DRJ23,OUT018,2832.922477509437
FDS59,OUT017,1682.8316605603832
FDY08,OUT046,1710.3427646683558
FDX16,OUT049,2248.7059327391653
FDY16,OUT018,2564.3330679958854
FDK32,OUT035,2567.267759174909
FDQ22,OUT013,890.2576279628811
NCC31,OUT018,2504.573261438145
FDG58,OUT049,2288.3516893474844
DRF48,OUT013,3192.2719212212432
DRH36,OUT049,1242.8310068877945
NCR30,OUT035,1012.9840989136937
FDB03,OUT019,2999.6303387768567
FDZ28,OUT027,2199.0391662688016
FDR35,OUT017,3165.725866584191
DRD15,OUT027,3838.547653065296
FDJ33,OUT019,1700.6536197775276
FDA56,OUT010,2114.058166589308
FDP56,OUT046,860.5843038029852
NCT30,OUT046,705.1862594169252
FDK15,OUT017,1287.8053674734256
FDH44,OUT018,2389.6665788124956
FDV01,OUT013,2426.1662715071798
DRG03,OUT017,2247.8270599009084
FDG50,OUT027,1793.076872697824
FDR16,OUT010,2881.9056098749497
FDZ60,OUT046,1394.5890628629095
DRG03,OUT045,2345.5531871201056
FDS56,OUT018,4118.8501928467995
FDU33,OUT045,351.3284561472283
DRD27,OUT035,1605.0037463025292
FDW22,OUT046,3798.285929176811
DRA24,OUT045,2558.1591517925517
FDF38,OUT049,761.9136400027128
FDX48,OUT013,2643.577387917212
FDS58,OUT018,2568.0241691441224
FDC32,OUT046,1265.8736397060711
NCQ29,OUT045,3846.049604738895
DRK39,OUT018,1249.6148142696948
NCS38,OUT017,1555.309791308995
DRO47,OUT013,1690.0183984648938
DRG27,OUT027,647.3488701195311
FDC57,OUT027,3205.228366676103
FDS55,OUT046,2253.3585557899823
NCJ06,OUT018,1803.4235691639806
FDO01,OUT019,2320.4997978314495
NCM55,OUT045,2809.578715624455
FDC52,OUT049,2618.3516135603168
FDQ15,OUT045,748.5341560678462
NCT30,OUT027,841.4523857434579
NCR42,OUT027,792.9648742088502
FDD28,OUT035,1115.7944557356968
FDQ34,OUT049,1175.760948885607
FDZ12,OUT027,2225.699570047087
DRE13,OUT019,1585.903712956002
NCN07,OUT019,2269.068749020764
FDM28,OUT035,2801.285887559745
FDI10,OUT017,2504.962739223498
FDQ25,OUT013,2990.8416693024556
FDA38,OUT010,3903.8185225910856
DRI13,OUT049,3543.4484380294634
FDY20,OUT027,1501.4656022508898
NCZ53,OUT035,3031.262260670923
NCM31,OUT013,2349.8333393471985
DRB01,OUT017,2767.4508004981217
DRF37,OUT046,3981.196821209556
NCF42,OUT049,2249.0473090410196
FDF16,OUT018,2096.344357777605
FDB41,OUT013,703.7686383640103
FDR34,OUT013,3886.9751881830052
FDR15,OUT018,2431.273402172781
NCV42,OUT019,1957.870418188264
FDW51,OUT035,3120.9066807143354
FDU36,OUT017,1504.4900878633125
FDX60,OUT049,1158.2310521060717
FDY03,OUT035,1592.0076323936191
FDW55,OUT045,4005.144466295569
FDT01,OUT010,2207.622583763972
FDG58,OUT013,2467.96700147527
FDK21,OUT017,4037.035469038885
NCS41,OUT019,2886.3964817269552
FDS10,OUT045,2868.6751189083952
NCT53,OUT046,2696.4916560552992
FDJ28,OUT018,3013.118972938337
FDX44,OUT045,1420.4020150538454
FDT20,OUT018,555.7058547445122
FDO44,OUT017,1477.6351791381057
NCX17,OUT049,3372.9284772762403
FDY01,OUT017,1208.622197481156
FDJ12,OUT027,3557.3010598974215
DRK35,OUT018,403.3806117131462
FDD47,OUT019,1962.7982648162433
NCM53,OUT035,1588.4400687361267
FDO45,OUT013,1623.6166735156876
NCM42,OUT010,1813.939744680556
FDE04,OUT046,3061.6758775844937
NCI30,OUT027,4066.028475117633
FDZ19,OUT013,2774.3555056308287
FDW57,OUT013,2707.03985105193
FDA25,OUT013,2009.1615742205686
FDT22,OUT046,722.9955787667277
FDP51,OUT013,1897.6426720924246
FDD48,OUT027,2138.31446908991
FDY39,OUT035,2884.1413801265626
FDO48,OUT010,3532.065874147098
FDD23,OUT027,3139.855040412149
DRN35,OUT027,720.9168848333138
FDT01,OUT035,2703.702455311155
FDC20,OUT010,965.4800558540555
DRJ35,OUT035,975.1834007342404
FDB32,OUT046,1607.3340200971543
FDL24,OUT046,2902.9785021213393
NCV42,OUT035,1852.283778675126
FDZ46,OUT046,1718.738199097519
FDC15,OUT013,2028.2721196110142
FDD08,OUT019,771.2342033218702
FDY50,OUT049,1695.6909799611713
FDD36,OUT013,2193.871149663195
FDG57,OUT027,896.7600489107608
FDL21,OUT018,718.7347321735651
FDN16,OUT027,1770.962459967126
FDJ09,OUT027,909.0554879615556
FDS01,OUT010,2955.6680556698375
FDV33,OUT017,4116.764747599569
DRE12,OUT017,1666.4539833067502
FDR07,OUT013,1549.4977384255653
FDP48,OUT010,2850.488104127755
NCB55,OUT035,358.10140388342916
FDQ08,OUT013,1261.9143995048653
FDR34,OUT035,3708.387909659057
FDO33,OUT046,1632.5597929627293
FDP13,OUT045,244.2797438075213
FDX12,OUT049,4032.74286128092
NCT06,OUT049,2666.1669324278155
FDR16,OUT019,3798.931268493954
FDE36,OUT046,2728.1576623376277
FDZ36,OUT049,2896.772602118319
FDV13,OUT045,1449.4769241264185
NCZ17,OUT035,409.3310077274291
FDU56,OUT045,2868.341199560342
FDM09,OUT035,2486.923202826092
FDV02,OUT017,2544.6066577670827
FDS34,OUT018,1506.3182922481974
FDA11,OUT049,1590.0381947858623
FDP09,OUT017,3271.7419906523755
FDB29,OUT027,2011.357867275954
FDT19,OUT017,2887.5259949385654
DRH15,OUT017,371.4054241542908
FDY38,OUT046,3404.412179438026
FDF14,OUT027,2709.6777892727587
FDN48,OUT010,1242.6722425200496
FDQ12,OUT013,3876.55385061603
NCJ43,OUT045,2840.7044585377625
FDE17,OUT019,2407.8375458217015
FDB05,OUT035,3753.771475039899
FDH10,OUT045,2967.7736911118227
NCR06,OUT017,766.6097888391087
FDU32,OUT018,1932.6540266790435
FDD56,OUT049,2494.5773113936193
FDO36,OUT018,2570.772368373764
FDH16,OUT010,1326.6666032600406
FDX10,OUT018,160.53282121447046
FDZ37,OUT017,1470.086922355862
FDU31,OUT010,3508.1042567587465
DRC49,OUT049,2209.765681647401
FDL15,OUT045,2368.9238614400238
FDN32,OUT019,3366.341808709196
DRH59,OUT027,1355.0348017664
NCU29,OUT049,2485.355921176746
FDR37,OUT019,3330.457214089569
FDS14,OUT018,2386.369867188656
FDU02,OUT027,3547.4845451480323
FDJ08,OUT035,2718.782687346422
NCZ06,OUT045,3725.2070489007456
FDO31,OUT049,1442.6285943693692
FDH31,OUT018,1623.3032509350705
FDS58,OUT017,2578.128212628675
NCA53,OUT027,1179.9541882025042
FDF50,OUT046,3430.2020277098236
NCW42,OUT049,3449.006134542491
NCQ17,OUT045,2149.2635921712717
FDK51,OUT018,4191.297164685464
NCW41,OUT010,2589.2749503909727
NCR29,OUT017,798.3056513660267
FDB08,OUT019,2695.070161906391
FDA40,OUT027,1354.2724855866509
FDL14,OUT018,2474.63784644748
FDB47,OUT046,3235.1482033514912
FDO03,OUT035,3612.6237294304337
DRK13,OUT019,2634.5853035509936
FDX13,OUT010,3826.901267972644
FDF52,OUT046,2871.708988858165
FDT11,OUT013,3282.7600363045603
FDB08,OUT013,2973.153890048554
FDQ28,OUT018,2555.351532540015
FDD29,OUT045,4093.5840091600912
NCQ29,OUT027,4078.492761279831
NCO02,OUT013,1128.4106818201108
FDR56,OUT010,2560.997561605567
NCM54,OUT049,1965.0756864387768
FDP51,OUT035,1631.3832445884618
FDT38,OUT013,1461.8142098338794
FDZ20,OUT018,3912.6318541740875
FDJ53,OUT013,2006.980300404608
FDX13,OUT049,3972.87547891742
FDP58,OUT035,3039.955202568337
NCK31,OUT019,1057.6605206396707
FDA35,OUT018,1798.3729461517396
FDV37,OUT018,2853.786447315477
NCO07,OUT027,3753.7939794747763
FDA20,OUT045,2884.862137881839
FDZ59,OUT035,2394.619123463115
NCY17,OUT017,84.9353018415859
FDQ28,OUT035,2310.977847382641
FDV35,OUT017,1950.3492770104567
FDQ36,OUT013,280.4736831226146
FDD34,OUT018,2634.4600076178103
FDK51,OUT045,4326.776324343697
FDV31,OUT035,2476.3698832375485
FDR04,OUT035,1628.1855048199868
FDR14,OUT049,351.66477707148806
DRC36,OUT010,2663.3515824251226
FDE39,OUT019,2058.779791123354
FDP57,OUT049,1633.4317337087814
FDE57,OUT046,2355.13534606999
NCN18,OUT046,1493.419475420218
NCQ05,OUT018,2384.633237514303
FDW47,OUT035,1849.9551573082717
FDV46,OUT035,2263.7877221335
NCP29,OUT045,723.2516392399993
FDE09,OUT018,1782.0343838212575
NCU06,OUT027,3714.365811302443
FDT19,OUT010,1924.3702270132453
DRF15,OUT017,2352.6530085897393
DRI51,OUT013,2875.2603489145913
NCX54,OUT013,1864.254029097261
DRE01,OUT013,3463.9284940248654
NCB07,OUT045,2891.6307894444108
FDU50,OUT035,1681.8257012699978
FDG40,OUT035,547.4970534707209
FDW10,OUT018,2504.0195113384216
FDX51,OUT013,3384.223152582621
NCP17,OUT045,1049.026510574451
FDP21,OUT035,3046.9481723845383
FDL04,OUT045,1326.7765744054304
FDV23,OUT013,1886.4187259318205
FDF24,OUT046,1433.0604201252245
FDH56,OUT027,1951.0190782823774
FDB51,OUT049,1089.2590254494135
FDI58,OUT027,1627.2758360374974
FDR20,OUT013,997.4158765558823
FDC51,OUT018,2018.8155368170046
FDB16,OUT027,1604.693547274659
FDE40,OUT049,746.9502758063645
NCM17,OUT035,587.7725313359297
FDU56,OUT035,3070.7953215274247
FDS32,OUT019,2427.3904110244366
FDX02,OUT049,3494.5678968502143
FDT39,OUT027,2801.840488328977
FDE35,OUT017,881.3889092658137
NCI42,OUT019,3661.5664438321073
DRL23,OUT046,1846.506820574119
FDA10,OUT046,1517.7549387072686
FDA11,OUT013,1759.8105017557027
NCM06,OUT046,2400.2163334411925
NCT05,OUT035,4138.548673065914
NCQ02,OUT010,3135.5485729338325
NCY06,OUT049,2001.8644239689238
FDY56,OUT035,3405.865006846423
FDL02,OUT035,1319.3012961852473
NCI06,OUT035,2777.787380569178
FDQ14,OUT045,2311.109403991475
FDQ12,OUT017,3563.6608167128506
FDP36,OUT046,655.0900499305608
FDK21,OUT027,4333.542675906821
FDO40,OUT045,2363.01817978697
NCK54,OUT019,2296.214276393508
FDY09,OUT018,2761.5982288908526
NCW30,OUT049,4333.790494152116
NCC55,OUT027,1027.4266042984236
FDE58,OUT018,1693.293455289935
FDR39,OUT013,2890.1786328400376
FDU28,OUT049,2725.8272820703824
FDH08,OUT017,3670.61526673799
FDG35,OUT045,2887.2514836867413
FDG22,OUT049,602.5229386285064
FDC34,OUT035,1846.9635043367016
FDP15,OUT018,3716.817614305837
FDK34,OUT010,3726.416088718368
FDU45,OUT035,1830.323127061667
FDQ04,OUT027,699.6146199230825
FDX22,OUT018,3337.8347457212512
FDB45,OUT017,1633.2480043060968
NCH43,OUT027,3533.5977965774655
DRE60,OUT046,3097.3078307224423
FDD17,OUT027,4002.676711438169
NCM54,OUT017,1885.6220539145434
NCH55,OUT013,2245.0587765438904
NCT06,OUT017,2536.9573107038523
FDA48,OUT027,3402.302183634787
FDY58,OUT027,3846.051222688395
FDO25,OUT045,2986.20562059489
FDN50,OUT045,1565.5060830170987
FDH35,OUT035,2471.3770248423825
FDK09,OUT045,3348.587452244774
FDO16,OUT013,1692.3083187253906
FDW11,OUT045,1001.6684671190524
FDU47,OUT027,2653.4170349193773
NCQ42,OUT010,1949.9257765122202
FDK55,OUT027,1736.4163193381464
FDN08,OUT049,1711.7969182037887
FDT57,OUT045,3839.716555708994
FDJ12,OUT018,3217.1726538855837
DRL59,OUT017,854.5201983430707
NCN53,OUT046,749.8649435003827
FDO51,OUT010,683.716315351412
FDK56,OUT017,2526.0387999480918
FDY12,OUT035,396.2609703740163
